,branch4,col1,col101,col102,col103,col104,col105,col106,col2,col201,col202,col203,col204,col205,col206,col207,col208,col209,col210,col211,col212,col213,col214,col3,col301,col302,col303,col304,col305,col4,col401,col402,col403,col404,col405,col5,col7,col8,hiweight,hntst1,hntst10,hntst101,hntst102,hntst103,hntst104,hntst105,hntst11,hntst12,hntst2,hntst201,hntst202,hntst203,hntst204,hntst205,hntst206,hntst207,hntst208,hntst209,hntst210,hntst3,hntst301,hntst302,hntst303,hntst304,hntst305,hntst306,hntst307,hntst308,hntst309,hntst310,hntst4,hntst401,hntst402,hntst403,hntst404,hntst405,hntst406,hntst5,hntst7,hntst9,hock1,hock101,hock102,hock103,hock104,hock105,hock106,hock107,hock108,hock109,hock110,hock111,hock2,hock3,hock5,hock6,hrs2,hrs201,hrs202,hrs203,hrs204,hrs205,hrs3,hrs5,hrs6,hrse1,hrse101,hrse102,hrse103,hrse104,hrse105,hrse106,idnumber,jog1,jog101,jog102,jog103,jog104,jog105,jog106,jog107,jog108,jog109,jog110,jog2,jog3,jog301,jog302,jog303,jog304,jog305,jog4,jog5,jog501,jog502,jog503,jog504,jog505,jog506,jog507,jog6,jog8,jog9,lax1,lax101,lax102,lax103,lax104,lax105,lax106,lax2,lax3,lax5,lax6,loweight,off1,off101,off102,off103,off104,off105,off2,off201,off202,off203,off204,off205,off206,off207,off208,off3,off301,off302,off303,off304,off305,off306,off307,off308,off4,off401,off402,off403,off404,off405,off406,off407,off408,off5,off7,off8,shoot1,shoot101,shoot102,shoot103,shoot104,shoot105,shoot106,shoot107,shoot108,skte1,skte101,skte102,skte103,skte104,skte105,skte106,skte107,skte108,skte109,skte110,skte111,skte12,skte3,skte4,view1,view101,view102,view103,view104,view105,view106,view107,view108,view109,view110,view111,view112,view2,view201,view202,view203,view204,view205,view206,view207,view208,view3,view4,view401,view402,view403,view404,view405,view406,view407,view408,view409,view410,view411,view412,view5,view7,view8
556,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,40,Satisfied,Satisfied,,,,,,,,,,,,1.38,1000,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,20,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,20,Satisfied,Satisfied
557,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,At least 18,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,5,Highly satisfied,Highly satisfied,90.65,11000,Highly satisfied,Checked,Checked,Not checked,Not checked,Not checked,Highly satisfied,Highly satisfied,11000000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,11000000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,111000,Checked,Checked,Checked,Not checked,Not checked,Not checked,6,12,Highly satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,12,Highly satisfied,Highly satisfied
559,At least 18,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,3,Satisfied,Satisfied,110.69,11000,Satisfied,Checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,1110000000,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,11000,Not checked,Checked,Checked,Not checked,Not checked,Not checked,14,12,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.00,1100000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,11100,Checked,Checked,Checked,Not checked,Not checked,No,,,,,,,,,200,Satisfied,Satisfied,,,,,,,,,,,,0.57,1000,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,20,Satisfied,Satisfied,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,10000001000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,12,Satisfied,Satisfied
560,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,,Satisfied,Satisfied
561,At least 18,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,2,Satisfied,Satisfied,90.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,100,Satisfied,Satisfied
562,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,Dissatisfied,Dissatisfied,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,539.00,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,,,200,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,At least 18,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,12,Satisfied,Satisfied,145.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,300,Satisfied,Satisfied
570,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,5,Don't know / doesn't apply,Don't know / doesn't apply
572,At least 18,110000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,365,Highly satisfied,Highly satisfied,575.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,30,Satisfied,Satisfied
573,At least 18,111000,Checked,Checked,Checked,Not checked,Not checked,Not checked,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,90,Don't know / doesn't apply,Don't know / doesn't apply,575.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,At least 18,10000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,15,Don't know / doesn't apply,Satisfied,696.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,12,Satisfied,Satisfied
576,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,10000,Checked,Not checked,Not checked,Not checked,Not checked,11111100,Checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,90,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,10000011000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,7,Satisfied,Satisfied
577,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.00,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,300,Satisfied,Satisfied,,,,,,,,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.93,10000,Dissatisfied,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,1000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,20,,Satisfied,,,,,,,,,,,,,,,,,,,,,,,12,Don't know / doesn't apply,Satisfied,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,559.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,1100,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,100,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,111000,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,24,Satisfied,Satisfied
581,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,1,Satisfied,Satisfied,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,560.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,1100,Not checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,1000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,6,Satisfied,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000100,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,4,Satisfied,Satisfied
585,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809.82,10000,Satisfied,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,10000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10,,Satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,At least 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10001000000,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,,,,,,,,,,,,,,14,Satisfied,Satisfied
